"","X","SurveyID","SurveyName","Surveyyear","Season","Description","ID","Intid","Rand","Firingorder","Strat","Stratname","Stratmoose","StratTracks","Strathab","Selected","Counted","UnitID","GMU","AreaMi","centrlat","centrlon","BULL_30_40","BULL_30_50","BULL_41_50","BULL_GT_50","BULL_GTE_50","BULL_LT_30","CALF","COW_W_0","COW_W_1","COW_W_2","COW_W_3","LG_BULL","MED_BULL","UNKNOWN","YBULL_ALL","YBULL_GTSF","YBULL_SF","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","xcoords","ycoords"
"12470",16862,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6358-14325",589,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6358-14325","20E",5.854,63.9833,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,858.5333,43.8124550753825,152.080148515712
"12471",16939,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6402-14145",619,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6402-14145","20E",5.84,64.05,-141.7917,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,5,5,0,1,"11/18/2019",45,NA,595.25,125.309853396542,159.208148085211
"12472",16964,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6330-14120",191,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6330-14120","20E",5.951,63.5167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/16/2019",39,NA,1069.2667,146.596341335385,100.04354533923
"12473",17054,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6400-14245",606,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6400-14245","20E",5.847,64.0167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1064.5294,76.4599568475582,155.424375650214
"12474",17080,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6426-14310",844,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6426-14310","20E",5.756,64.45,-143.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,979.9286,56.7185826752755,203.903836242528
"12475",17116,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6354-14240",530,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6354-14240","20E",5.868,63.9167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,787.3333,80.4807588028035,144.257742669247
"12476",17118,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6418-14310",807,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6418-14310","20E",5.784,64.3167,-143.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,974.6154,56.5265656395535,189.049615232578
"12477",17198,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6402-14215",625,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6402-14215","20E",5.84,64.05,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1207.8,100.896797671092,159.075863236669
"12478",17224,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6330-14130",193,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6330-14130","20E",5.951,63.5167,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,877.625,138.302465644826,99.9232176432544
"12479",17226,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6356-14255",558,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6356-14255","20E",5.861,63.95,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,813,68.2492966646294,148.054216607206
"12480",17269,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6342-14230",363,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6342-14230","20E",5.909,63.7167,-142.5417,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,2,12,9,6,2,3,"11/22/2019",46,"THE UKN WP 098 WAS NOT SEEN",768.3125,88.6000565091015,121.940726810118
"12481",17314,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6402-14315",637,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6402-14315","20E",5.84,64.05,-143.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1067.2142,52.0711774823201,159.38599504566
"12482",17505,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6346-14215",413,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6346-14215","20E",5.895,63.7833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,859.3571,100.941181949558,129.356331256393
"12483",17596,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6426-14255",841,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6426-14255","20E",5.756,64.45,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1076.4667,68.749522975054,203.771913194316
"12484",17636,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6352-14220",504,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6352-14220","20E",5.875,63.8833,-142.375,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,9,8,6,2,1,"11/21/2019",47,NA,745.8666,96.8330176495338,140.496193984414
"12485",17656,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6310-14140",26,NA,NA,"L","LOW",NA,NA,NA,NA,1,"6310-14140","20E",6.02,63.1833,-141.7083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"11/26/2019",40,NA,815.2,130.40663876283,62.6768530436577
"12486",17932,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6346-14125",403,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6346-14125","20E",5.895,63.7833,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1090.8235,142.020439831628,129.685648633687
"12487",17933,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6404-14300",659,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6404-14300","20E",5.833,64.0833,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1226.9333,64.3152973897183,162.947318620795
"12488",18013,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6312-14200",41,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6312-14200","20E",6.013,63.2167,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,775.2667,113.604762320497,66.2645112304091
"12489",18110,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6400-14220",601,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6400-14220","20E",5.847,64.0167,-142.375,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,4,3,1,1,"11/21/2019",39,NA,1066.4286,96.8302274126899,155.361613949059
"12490",18113,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6330-14110",189,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6330-14110","20E",5.951,63.5167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/27/2019",40,NA,804.375,154.889960381367,100.185473967452
"12491",18133,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6430-14325",856,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6430-14325","20E",5.742,64.5167,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1035.9286,44.8135475536093,211.515569944771
"12492",18232,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6346-14230",416,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6346-14230","20E",5.895,63.7833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,685.8666,88.6180313390615,129.362067697968
"12493",18342,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6320-14125",97,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6320-14125","20E",5.986,63.35,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1065.25,142.721202288375,81.4073360001314
"12494",18455,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6354-14225",527,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6354-14225","20E",5.868,63.9167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,803.4286,92.745643594331,144.219995874307
"12495",18484,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6328-14250",186,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6328-14250","20E",5.958,63.4833,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,794.6429,71.9338515651218,96.0164907332603
"12496",18555,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6328-14145",175,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6328-14145","20E",5.958,63.4833,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,774.8823,125.898355050499,96.06168148614
"12497",18602,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6416-14230",787,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6416-14230","20E",5.791,64.2833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,996.3571,88.753309876381,185.080059119985
"12498",18656,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6322-14150",120,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6322-14150","20E",5.978,63.3833,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,684.3333,121.83790423165,84.8833920565415
"12499",18673,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6420-14305",815,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6420-14305","20E",5.777,64.35,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,825.125,60.5977891412899,192.711002868886
"12500",19123,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6336-14225",283,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6336-14225","20E",5.93,63.6167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,840.0667,92.708312490906,110.790395565917
"12501",19264,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6342-14245",366,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6342-14245","20E",5.909,63.7167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,780.8125,76.2479519931291,121.994798085388
"12502",19290,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6350-14110",459,NA,NA,"L","LOW",NA,NA,NA,NA,1,"6350-14110","20E",5.882,63.85,-141.2083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"11/16/2019",41,NA,990.5333,154.205108938458,137.320571436285
"12503",19403,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6352-14145",497,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6352-14145","20E",5.875,63.8833,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,982.3333,125.483268760534,140.632517262982
"12504",19457,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6308-14115",15,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6308-14115","20E",6.027,63.15,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,828.1177,151.438700490718,59.256605899265
"12505",19470,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6354-14345",543,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6354-14345","20E",5.868,63.9167,-143.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1233.2941,27.3336196371868,144.97681480952
"12506",19492,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6306-14110",11,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6306-14110","20E",6.034,63.1167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/23/2019",37,NA,709.4117,155.709204676915,55.6211291676806
"12507",19584,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6416-14335",800,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6416-14335","20E",5.791,64.2833,-143.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1338.2858,36.3046234556548,185.654420502787
"12508",19587,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6334-14240",259,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6334-14240","20E",5.937,63.5833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,745.6875,80.2938914998659,107.106739316973
"12509",19714,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6326-14130",152,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6326-14130","20E",5.965,63.45,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,856,138.400577825135,92.4914844193608
"12510",19863,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6310-14100",18,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6310-14100","20E",6.02,63.1833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,801.8823,163.957897262433,63.2057697002217
"12511",19872,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6410-14300",730,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6410-14300","20E",5.812,64.1833,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1320.9333,64.4298815696409,174.09064803986
"12512",19920,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6314-14105",44,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6314-14105","20E",6.006,63.25,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,619.7333,159.619356559311,70.5514919007383
"12513",20040,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6400-14300",609,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6400-14300","20E",5.847,64.0167,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1206.625,64.239039073378,155.525946694928
"12514",20163,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6326-14155",157,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6326-14155","20E",5.965,63.45,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,924,117.624150906257,92.284856870587
"12515",20477,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6348-14320",455,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6348-14320","20E",5.888,63.8167,-143.375,1,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,13,13,8,5,0,"11/17/2019",36,NA,853.25,47.6015352824698,133.45106578523
"12516",20496,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6328-14120",170,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6328-14120","20E",5.958,63.4833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,989.8,146.655168920033,96.3222046655519
"12517",20518,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6336-14245",287,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6336-14245","20E",5.93,63.6167,-142.7917,0,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,1,19,18,16,2,1,"11/23/2019",41,NA,803.0625,76.1774070749211,110.851918765003
"12518",20645,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6346-14245",419,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6346-14245","20E",5.895,63.7833,-142.7917,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,10,10,8,2,0,"11/22/2019",50,NA,776.2,76.2949692224435,129.416042771225
"12519",20849,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6358-14330",590,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6358-14330","20E",5.854,63.9833,-143.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,918.1334,39.7310521043044,152.151408653641
"12520",20923,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6328-14150",176,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6328-14150","20E",5.958,63.4833,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,785.7333,121.748850578996,96.0258035579911
"12521",21064,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6430-14320",855,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6430-14320","20E",5.742,64.5167,-143.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1074.8572,48.8122850873089,211.450691898221
"12522",21101,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6410-14255",729,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6410-14255","20E",5.812,64.1833,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1206.375,68.4824352975781,174.051614382792
"12523",21193,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6410-14215",721,NA,NA,"H","HIGH",NA,NA,NA,NA,1,"6410-14215","20E",5.812,64.1833,-142.2917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,"11/19/2019",40,NA,1008.8666,100.874575441749,173.93047446115
"12524",21226,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6350-14230",475,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6350-14230","20E",5.882,63.85,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,766.6,88.6360436423706,136.794621651581
"12525",21239,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6348-14135",434,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6348-14135","20E",5.888,63.8167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1094.4375,133.75949382753,133.298534760601
"12526",21320,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6348-14145",436,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6348-14145","20E",5.888,63.8167,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,854.9333,125.552481537359,133.211299987009
"12527",21333,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6408-14305",710,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6408-14305","20E",5.819,64.15,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1317.875,60.3392052834761,170.424230613397
"12528",21346,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6336-14210",280,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6336-14210","20E",5.93,63.6167,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,978.3333,105.104078449099,110.800797585921
"12529",21409,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6330-14135",194,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6330-14135","20E",5.951,63.5167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,801.6875,134.157932503069,99.8711836944381
"12530",21418,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6404-14235",654,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6404-14235","20E",5.833,64.0833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,901.7857,84.6367265215118,162.804917640357
"12531",21510,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6342-14155",356,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6342-14155","20E",5.909,63.7167,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,700.125,117.425024525102,122.00251162272
"12532",21541,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6348-14125",432,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6348-14125","20E",5.888,63.8167,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1057.5714,141.966312273393,133.407198594021
"12533",21691,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6338-14255",316,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6338-14255","20E",5.924,63.65,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,736.1334,67.9501971363353,114.625456962325
"12534",22003,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6338-14100",293,NA,NA,"L","LOW",NA,NA,NA,NA,NA,"6338-14100","20E",5.924,63.65,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,705.9333,162.865964534189,115.199933604898
"12535",22026,912,"20E TOK W_C_CORRIDOR",2019,"Fall","20E TAYLOR CORRIDOR AND WEST/CENTRAL SURVEY AREAS","6404-14230",653,NA,NA,"H","HIGH",NA,NA,NA,NA,NA,"6404-14230","20E",5.833,64.0833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1176.5333,88.6991283730346,162.792394139356
